archive_export_id,archive_sha256_prefix,archive_sha256,canonical_archive_path,title,member,format,chars,trading_relevance,relevance_hits,numeric_hits,read_error
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,How to Build a Basic Android Game in Just 7 Minutes (Unity),How to Build a Basic Android Game in Just 7 Minutes (Unity).txt,txt,8943,low_or_none,,,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,How to Make a Game in 10 Minutes (and then publish it),How to Make a Game in 10 Minutes (and then publish it).txt,txt,8402,low_or_none,,10 minutes;45 minutes,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,How to make YOUR dream game with no experience,How to make YOUR dream game with no experience.txt,txt,9569,trading_candidate,block;sma,20 minutes,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,I Made a Mobile Game for the Money - Here's how Devlog,I Made a Mobile Game for the Money - Here's how  Devlog.txt,txt,4784,low_or_none,,,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,Options Trading Explained - COMPLETE BEGINNERS GUIDE (Part 1),Options Trading Explained - COMPLETE BEGINNERS GUIDE (Part 1).txt,txt,12146,trading_candidate,trading,,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,Technical Analysis is Hard (until you see this),Technical Analysis is Hard (until you see this).txt,txt,24318,trading_candidate,demand;ema;order;price action;risk;technical analysis;trade;trading,daily;weekly,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,The Difference Between Trading and Investing,The Difference Between Trading and Investing.txt,txt,11855,trading_candidate,trade;trading,,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,The Einstein Of Wall Street Reveals Successes And Failures As NYSE's Most Famous Trader,The Einstein Of Wall Street Reveals Successes And Failures As NYSE's Most Famous Trader.txt,txt,6329,trading_candidate,strategy;trade;trading,,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,This Is How The SMART Money Manipulates YOUR Trades! (Leaked Video),This Is How The SMART Money Manipulates YOUR Trades! (Leaked Video).txt,txt,17168,trading_candidate,forex;rsi;sma;trade,,
2971328458,e0b936ecc18d,e0b936ecc18d9640ef17ac76d9eafa5344cbdf129e7d408f6853ae1d12b27a50,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 2971328458.zip,Wall Street Trader I Will EXPOSE Exactly HOW The Market Algorithm Works,Wall Street Trader I Will EXPOSE Exactly HOW The Market Algorithm Works.txt,txt,90325,trading_candidate,liquidity;sma;trade;trading,10 to 1;100 percent;23 percent;40 percent;5 percent;50 percent;70 percent;80 percent;9 ema;90 percent;daily;monthly;weekly,
3076884018,22ca901c9aaf,22ca901c9aaf94679670a013b42b47173a086497450b40b484181c83f4c6a291,/home/rfing/READ_ONLY_LEGACY/backups/RESTORED_PRE10AM_TRANSFER_READY_20260430_025439/repos/CBA_CLONE/TurboScribe Export 3076884018.zip,How I Swing Trade for Continuous Realized Gains - My Full Strategy Revealed,How I Swing Trade for Continuous Realized Gains - My Full Strategy Revealed.txt,txt,50507,trading_candidate,strategy;trade;trading,30 minutes,
3076884018,3956da1595c9,3956da1595c91d79548ca1ff40e332541ce8480841461038c81798453baa2557,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 3076884018.zip,How I Swing Trade for Continuous Realized Gains - My Full Strategy Revealed,How I Swing Trade for Continuous Realized Gains - My Full Strategy Revealed.txt,txt,50507,trading_candidate,strategy;trade;trading,30 minutes,
3076884018,22ca901c9aaf,22ca901c9aaf94679670a013b42b47173a086497450b40b484181c83f4c6a291,/home/rfing/READ_ONLY_LEGACY/backups/RESTORED_PRE10AM_TRANSFER_READY_20260430_025439/repos/CBA_CLONE/TurboScribe Export 3076884018.zip,Most Effective RANGE Trading Strategy for Crypto Forex & Stocks (SidewaysChoppy Market Strategy),Most Effective RANGE Trading Strategy for Crypto Forex & Stocks (SidewaysChoppy Market Strategy).txt,txt,15415,trading_candidate,forex;macd;order;range;strategy;technical analysis;trade;trading,1 minute;15 minute,
3076884018,3956da1595c9,3956da1595c91d79548ca1ff40e332541ce8480841461038c81798453baa2557,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 3076884018.zip,Most Effective RANGE Trading Strategy for Crypto Forex & Stocks (SidewaysChoppy Market Strategy),Most Effective RANGE Trading Strategy for Crypto Forex & Stocks (SidewaysChoppy Market Strategy).txt,txt,15415,trading_candidate,forex;macd;order;range;strategy;technical analysis;trade;trading,1 minute;15 minute,
3076884018,22ca901c9aaf,22ca901c9aaf94679670a013b42b47173a086497450b40b484181c83f4c6a291,/home/rfing/READ_ONLY_LEGACY/backups/RESTORED_PRE10AM_TRANSFER_READY_20260430_025439/repos/CBA_CLONE/TurboScribe Export 3076884018.zip,Order Blocks Explained Trade Like the Banks (No BS Guide),Order Blocks Explained Trade Like the Banks (No BS Guide).txt,txt,31838,trading_candidate,block;liquidity;order;sma;strategy;trade;trading,1 hour;1 minute;15 minute;4 hour;5 minute,
3076884018,3956da1595c9,3956da1595c91d79548ca1ff40e332541ce8480841461038c81798453baa2557,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 3076884018.zip,Order Blocks Explained Trade Like the Banks (No BS Guide),Order Blocks Explained Trade Like the Banks (No BS Guide).txt,txt,31838,trading_candidate,block;liquidity;order;sma;strategy;trade;trading,1 hour;1 minute;15 minute;4 hour;5 minute,
3076884018,22ca901c9aaf,22ca901c9aaf94679670a013b42b47173a086497450b40b484181c83f4c6a291,/home/rfing/READ_ONLY_LEGACY/backups/RESTORED_PRE10AM_TRANSFER_READY_20260430_025439/repos/CBA_CLONE/TurboScribe Export 3076884018.zip,Step-by-Step Tutorial to Make Consistent Daily Profits in 2026,Step-by-Step Tutorial to Make Consistent Daily Profits in 2026.txt,txt,34270,trading_candidate,ema;order;scalp;scalping;sma;trade;trading,2 to 1;3 to 1;30 minutes;4 to 1;9 ema;9ema;daily,
3076884018,3956da1595c9,3956da1595c91d79548ca1ff40e332541ce8480841461038c81798453baa2557,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 3076884018.zip,Step-by-Step Tutorial to Make Consistent Daily Profits in 2026,Step-by-Step Tutorial to Make Consistent Daily Profits in 2026.txt,txt,34270,trading_candidate,ema;order;scalp;scalping;sma;trade;trading,2 to 1;3 to 1;30 minutes;4 to 1;9 ema;9ema;daily,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,"$1 to $34,009.26 Parabolic SAR+CCI Binary Options Trading","$1 to $34,009.26  Parabolic SAR+CCI Binary Options Trading.txt",txt,9772,trading_candidate,risk;strategy;trade;trading,1 minute,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,$10 to $11825.40 in 1 hour! Fractal + SMA Crossover Strategy,$10 to $11825.40 in 1 hour!  Fractal + SMA Crossover Strategy.txt,txt,9413,trading_candidate,demand;ema;moving average;risk;sma;strategy;supply;trade;trading,1 minute;daily,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,0DTE Inside the Explosion of Ultra-Risky Options Trading WSJ,0DTE Inside the Explosion of Ultra-Risky Options Trading  WSJ.txt,txt,5469,trading_candidate,risk;trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,15 Best Price Action Strategies After 15 Years of Trading (The Holy Grail),15 Best Price Action Strategies After 15 Years of Trading (The Holy Grail).txt,txt,29581,trading_candidate,demand;ema;price action;rsi;supply;trade;trading,daily;monthly;weekly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,3 Bitcoin STRATEGIES You NEED to Know (FREE),3 Bitcoin STRATEGIES You NEED to Know (FREE).txt,txt,17423,trading_candidate,risk;trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,3 Proven Swing Trading Strategies (That Work),3 Proven Swing Trading Strategies (That Work).txt,txt,14049,trading_candidate,forex;range;trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,8 Dividend Stocks That Pay Me $660+ Per Month,8 Dividend Stocks That Pay Me $660+ Per Month.txt,txt,16279,low_or_none,,1.5 to 1;monthly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Algorithmic Trading Using Python - Full Course,Algorithmic Trading Using Python - Full Course.txt,txt,262034,trading_candidate,algorithmic;rsi;strategy;trading,10 percent,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,BEST Moving Average Strategy for Daytrading Forex (Easy Crossover Strategy),BEST Moving Average Strategy for Daytrading Forex (Easy Crossover Strategy).txt,txt,7871,trading_candidate,forex;moving average;range;strategy;trade;trading,200 ema;daily,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Best Crypto Scalping Strategy for the 5 Minute Time Frame,Best Crypto Scalping Strategy for the 5 Minute Time Frame.txt,txt,15642,trading_candidate,ema;macd;moving average;scalp;scalping;sma;strategy;trade;trading,200 ema;50 ema,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Bill Poulos Presents Call Options & Put Options Explained In 8 Minutes (Options For Beginners),Bill Poulos Presents Call Options & Put Options Explained In 8 Minutes (Options For Beginners).txt,txt,7461,low_or_none,,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,COMPLETE Supply & Demand Trading Course,COMPLETE Supply & Demand Trading Course.txt,txt,16675,trading_candidate,demand;ema;sma;strategy;supply;trade;trading;volume,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,DAY TRADING INSANITY!!!,DAY TRADING INSANITY!!!.txt,txt,28503,trading_candidate,trade;trading,10 minutes;15 minute;15 minutes;25 minutes;30 minute;30 minutes;50 percent;60 percent;70 percent;80 percent;daily,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Every Trading Strategy Explained in 12 Minutes,Every Trading Strategy Explained in 12 Minutes (2).txt,txt,12377,trading_candidate,breakout;rsi;strategy;trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,HODL and DCA are Bad Strategies For Crypto Assets - Here is Why!,HODL and DCA are Bad Strategies For Crypto Assets - Here is Why!.txt,txt,17497,trading_candidate,strategy;trading,26 percent;369 percent;50 percent;600 percent;76 percent,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,HOW YOU CAN BE A GREAT DAY TRADER!,HOW YOU CAN BE A GREAT DAY TRADER!.txt,txt,5779,trading_candidate,trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Hot Stocks Under $10 - For Huge Growth!,Hot Stocks Under $10 - For Huge Growth!.txt,txt,11390,trading_candidate,ema;risk;sma;trading,15 minute,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,How People Get Rich With Options Trading (Math Shown),How People Get Rich With Options Trading (Math Shown).txt,txt,5352,trading_candidate,trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,How Short Selling Works,How Short Selling Works.txt,txt,10547,trading_candidate,order;risk;strategy;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,How To Make $5000month with Only $25week,How To Make $5000month with Only $25week.txt,txt,10297,trading_candidate,sma;strategy,10.31 percent;10.87 percent;10.98 percent;11.4 percent;11.98 percent;15.49 percent;16 percent;17.91 percent;2.04 percent;2.1 percent;2.5 percent;2.59 percent;2.76 percent;20.48 percent;7.89 percent;8.17 percent;monthly;weekly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,How To Profit From A Trump Presidency In 2025,How To Profit From A Trump Presidency In 2025.txt,txt,22959,trading_candidate,sma,10 percent;15 percent;16 percent;26 percent;28 percent;41 percent;daily,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,How to Double Your Money Using The Rule of 72,How to Double Your Money Using The Rule of 72.txt,txt,8216,low_or_none,,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,How to Invest for Beginners in 2025,How to Invest for Beginners in 2025.txt,txt,21955,trading_candidate,risk,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,I Decoded The Liquidity & Manipulation Algorithm In Day Trading,I Decoded The Liquidity & Manipulation Algorithm In Day Trading.txt,txt,12188,trading_candidate,forex;liquidity;reward;sma;trade;trading;volume,15 minutes;30 minutes,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,"I risk $107 to make $7,500 in TradingΓÇª This is how","I risk $107 to make $7,500 in TradingΓÇª This is how.txt",txt,20848,trading_candidate,order;risk;strategy;trade;trading,50 percent;55 percent,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Investing For Beginners - How I Make $17K per Week from Stocks,Investing For Beginners - How I Make $17K per Week from Stocks.txt,txt,18375,trading_candidate,risk;sma,,
